market_id,market,report_date,available_from,open_interest,lev_long,lev_short,lev_spread,am_long,am_short,dealer_long,dealer_short,loaded_at
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-10-11,2016-10-14,3621004,343878,799715,500564,1316595,940398,378360,313422,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-10-18,2016-10-21,3611632,345929,733252,509248,1338487,985707,363306,351348,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-10-25,2016-10-28,3579834,377127,778355,436704,1360162,994645,398527,344677,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-11-01,2016-11-04,3683497,396361,707614,539929,1263724,1000534,368635,357053,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-11-08,2016-11-11,3682780,433988,627199,610848,1239745,1009503,315055,352007,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-11-15,2016-11-18,3666527,412262,626023,615525,1261047,979472,294512,336761,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-11-22,2016-11-25,3745441,434668,672914,557584,1284825,998286,329347,337158,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-11-29,2016-12-02,3790228,432174,714616,549120,1335508,1003858,335595,347825,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-12-06,2016-12-09,3712794,421879,655576,516269,1248928,1000882,365505,353759,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-12-13,2016-12-16,4380448,460437,744984,797928,1295236,974337,389047,375450,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-12-20,2016-12-23,3392861,334589,536326,526859,1383110,954976,307331,393057,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2016-12-27,2016-12-30,3343028,362915,513009,490055,1355085,970666,299476,382701,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-01-03,2017-01-06,3361532,410165,490788,464693,1369635,965885,255185,434911,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-01-10,2017-01-13,3428312,395760,566907,481572,1409243,940140,263928,429440,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-01-17,2017-01-20,3423674,361008,607778,490175,1411585,892568,265378,409758,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-01-24,2017-01-27,3432172,383384,634777,452621,1399915,851204,273377,467679,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-01-31,2017-02-03,3414945,390107,597977,460347,1408914,840999,257246,476615,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-02-07,2017-02-10,3482547,391938,619070,474771,1418669,852632,275187,475187,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-02-14,2017-02-17,3785772,422629,629681,621857,1432146,837989,278058,512651,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-02-21,2017-02-24,3769997,428566,608708,612945,1454926,798538,260839,554428,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-02-28,2017-03-03,3824725,452304,647847,607208,1448637,783685,247769,574887,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-03-07,2017-03-10,3977066,490427,594422,663234,1413183,780480,234774,622473,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-03-14,2017-03-17,4325563,490420,634088,730847,1474022,789573,248968,640230,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-03-21,2017-03-24,3477642,361404,632114,504588,1481235,861102,237313,476164,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-03-28,2017-03-31,3485864,387774,618315,520636,1485728,841867,227218,504097,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-04-04,2017-04-07,3395892,381927,578935,465572,1464626,811166,236463,520003,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-04-11,2017-04-14,3504131,412841,599850,523970,1460689,799178,206732,506391,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-04-18,2017-04-21,3553981,425099,625804,534339,1446087,790037,205726,533941,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-04-25,2017-04-28,3542716,480493,671835,491013,1446600,710486,210225,581612,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-05-02,2017-05-05,3518416,447899,650015,477581,1472960,715378,232153,581783,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-05-09,2017-05-12,3597643,475356,662998,476909,1398662,757724,245561,555330,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-05-16,2017-05-19,3630236,456699,664877,470755,1400691,782021,279714,542311,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-05-23,2017-05-26,3628133,497171,686298,455955,1373129,756943,266758,510425,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-05-30,2017-06-02,3652854,520324,698304,463940,1393457,765608,258886,511504,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-06-06,2017-06-09,3774719,525518,705900,516061,1351562,744431,270292,517788,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-06-13,2017-06-16,4109014,518600,694404,546298,1360588,741051,262361,521691,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-06-20,2017-06-23,3311900,313325,582199,406398,1483453,759853,179911,531380,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-06-27,2017-06-30,3376872,352789,573564,441575,1439401,780155,193402,532689,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-07-03,2017-07-06,3324750,354289,479826,428381,1423880,805460,196220,558766,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-07-11,2017-07-14,3317966,362923,483049,424174,1444310,759638,172676,585787,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-07-18,2017-07-21,3437416,402211,531229,464778,1468509,756603,213773,602519,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-07-25,2017-07-28,3496863,408949,563532,454680,1536401,779921,223513,638449,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-08-01,2017-08-04,3568026,387785,626829,465952,1576544,781228,252483,595758,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-08-08,2017-08-11,3663407,373609,644656,497769,1624321,783959,251105,606885,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-08-15,2017-08-18,3770556,420916,579544,563878,1587925,779758,241378,660081,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-08-22,2017-08-25,3817503,471230,589063,544327,1555340,780980,226655,698525,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-08-29,2017-09-01,3896720,499078,577115,555881,1570931,799234,246416,738884,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-09-05,2017-09-08,3922247,462623,591136,546105,1546626,780738,269979,706572,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-09-12,2017-09-15,4359634,492412,642366,619630,1616332,780819,249638,686710,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-09-19,2017-09-22,3642408,333888,623673,472969,1763845,767114,172689,661114,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-09-26,2017-09-29,3607159,335252,628300,459350,1703172,765669,187465,629694,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-10-03,2017-10-06,3618882,383166,590874,490987,1606373,767237,195527,613738,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-10-10,2017-10-13,3770313,402557,587993,579763,1602621,751994,212398,675961,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-10-17,2017-10-20,3811622,391021,577486,595003,1591745,761346,222045,662470,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-10-24,2017-10-27,3874093,427717,604427,565211,1583491,750919,253774,728784,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-10-31,2017-11-03,3867339,442236,575215,556358,1555930,742227,260974,766800,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-11-07,2017-11-10,3995978,489481,658369,604008,1531264,745905,273612,716908,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-11-14,2017-11-17,4024978,502293,637970,606763,1514721,726818,252110,738533,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-11-21,2017-11-24,4021395,530657,641470,537748,1493830,724724,267560,707241,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-11-28,2017-12-01,4174520,551302,666777,618510,1503235,727641,266926,697484,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-12-05,2017-12-08,4328213,573404,659324,683486,1435167,707079,295909,737457,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-12-12,2017-12-15,4709472,495933,650537,716008,1452269,716715,285395,781931,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-12-19,2017-12-22,3708115,390291,558290,547506,1540844,724052,196282,755026,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2017-12-26,2017-12-29,3753674,404331,566097,524784,1538461,734543,228359,822729,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-01-02,2018-01-05,3674516,349594,507830,484732,1587051,723917,215628,880592,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-01-09,2018-01-12,4104215,363454,627245,648699,1720987,710361,224742,927877,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-01-16,2018-01-19,4365042,421825,617568,792743,1736248,710297,214045,969379,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-01-23,2018-01-26,4403978,462456,629887,767982,1776843,700466,237185,1022423,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-01-30,2018-02-02,4432407,484997,572760,780423,1686790,677088,224820,1092622,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-02-06,2018-02-09,4883927,528850,509386,1089780,1595462,710927,276830,1123326,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-02-13,2018-02-16,4662612,431477,485964,1054246,1473963,710293,287484,1056242,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-02-20,2018-02-23,4290823,381276,550541,766816,1565144,687150,329078,1051597,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-02-27,2018-03-02,4220396,383956,568548,698164,1585075,667750,322465,1073596,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-03-06,2018-03-09,4179588,418516,529571,698495,1493525,682598,329644,1046443,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-03-13,2018-03-16,4669029,453973,589789,764294,1507458,665483,343188,1021462,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-03-20,2018-03-23,3465646,321761,454663,554484,1407584,656732,154856,786520,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-03-27,2018-03-30,3877065,407436,399034,701271,1255127,679244,181275,878082,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-04-03,2018-04-06,3867602,383391,407027,646090,1233235,732182,199916,857784,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-04-10,2018-04-13,3864451,369276,423836,661854,1214803,651614,197823,893804,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-04-17,2018-04-20,3781909,348650,416094,628548,1303089,668470,173046,931964,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-04-24,2018-04-27,3755289,408189,442837,560459,1280238,664561,168558,1006957,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-05-01,2018-05-04,3726174,425229,360340,509260,1231459,724717,164507,995817,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-05-08,2018-05-11,3711332,371844,393105,507154,1220799,716004,182690,941101,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-05-15,2018-05-18,3790075,380140,412195,564180,1231531,734363,182757,921894,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-05-22,2018-05-25,3750214,382458,423378,487486,1261433,830156,199618,893723,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-05-29,2018-06-01,3894734,390363,475253,498352,1240276,853333,219910,858787,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-06-05,2018-06-08,3914528,338298,438727,524814,1267709,853372,208562,860133,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-06-12,2018-06-15,4155594,350362,465248,634458,1341246,851350,178847,901655,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-06-19,2018-06-22,3265245,296141,405825,429604,1448897,834965,119651,584059,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-06-26,2018-06-29,3370906,310152,416639,481604,1365980,866256,131528,531784,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-07-03,2018-07-06,3362209,290986,385566,476169,1349673,874301,139791,537162,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-07-10,2018-07-13,3463536,295369,412503,519932,1378938,854875,148346,530843,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-07-17,2018-07-20,3568618,308026,458953,563183,1379465,856343,182190,520528,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-07-24,2018-07-27,3540600,315722,481054,535790,1368172,853166,204125,547880,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-07-31,2018-08-03,3500644,320289,425318,519411,1350333,862386,181735,564949,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-08-07,2018-08-10,3632777,333332,488467,552086,1373525,860697,204125,559579,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-08-14,2018-08-17,3664621,337255,474315,580926,1348745,861652,198899,558725,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-08-21,2018-08-24,3687937,329208,518668,573698,1366411,861245,217761,528137,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-08-28,2018-08-31,3870483,341527,537520,638623,1411181,815038,203800,593412,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-09-04,2018-09-07,3926107,296127,539705,619825,1416483,772891,221933,643633,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-09-11,2018-09-14,3958095,293224,531210,634263,1408569,744553,232527,688654,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-09-18,2018-09-21,4372096,255189,509763,684858,1483175,749238,232301,715438,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-09-25,2018-09-28,3660381,182062,442559,525450,1554076,735059,171377,715111,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-10-02,2018-10-05,3703977,202063,423731,527081,1550814,737464,177597,729448,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-10-09,2018-10-12,3818908,222043,397206,605625,1461418,736002,211457,739166,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-10-16,2018-10-19,4122285,297029,341005,790671,1321285,787897,245618,730704,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-10-23,2018-10-26,4160804,326494,409553,780098,1243458,798147,296654,714696,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-10-30,2018-11-02,4343161,365262,422313,864320,1175685,805648,301180,705375,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-11-06,2018-11-09,4179562,279656,413387,816734,1221749,808987,291837,639833,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-11-13,2018-11-16,4242831,267829,426738,843523,1260638,776828,292477,679358,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-11-20,2018-11-23,4347484,294124,392318,816512,1233095,788727,310580,765936,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-11-27,2018-11-30,4140856,328575,391743,810745,1221900,772758,307940,729533,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-12-04,2018-12-07,4175920,312092,429429,839917,1213696,735099,315399,713734,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-12-11,2018-12-14,4304406,356550,390338,902108,1171055,786246,329334,743365,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-12-18,2018-12-21,4595223,414689,396991,1064381,1170377,782200,304159,828834,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-12-24,2018-12-27,4144597,435247,309776,1026995,1272104,740458,186000,948704,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2018-12-31,2019-01-03,3681455,285244,274371,757082,1312160,677962,171025,880199,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-01-08,2019-01-11,3658919,224165,283124,797458,1320871,647126,155099,815059,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-01-15,2019-01-18,3728416,216170,333127,825271,1314077,647466,193090,748906,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-01-22,2019-01-25,3677080,237978,388428,774277,1290851,629042,212662,717732,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-01-29,2019-02-01,3635776,284128,389607,693210,1254709,609449,222193,747221,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-02-05,2019-02-08,3581798,280936,448614,677937,1228666,626025,236292,600051,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-02-12,2019-02-15,3610962,245829,408091,715432,1223764,660810,249679,572285,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-02-19,2019-02-22,3540798,251383,440391,647473,1221697,670416,253474,542640,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-02-26,2019-03-01,3599137,265626,470037,670265,1270202,626914,232186,582317,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-03-05,2019-03-08,3433041,281810,458919,599189,1265704,615781,254231,516601,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-03-12,2019-03-15,3719021,262588,418609,692658,1278855,614925,239207,544046,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-03-19,2019-03-22,3255450,217242,405608,560496,1379294,633123,230788,587776,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-03-26,2019-03-29,3305062,231157,362187,590425,1347741,603012,241314,612655,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-04-02,2019-04-05,3316128,244684,410042,563871,1356792,606809,266467,611791,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-04-09,2019-04-12,3392732,258157,430710,591120,1354248,586525,290402,640528,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-04-16,2019-04-19,3493449,283130,442998,614875,1385212,585948,283919,674599,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-04-23,2019-04-26,3531875,326422,449565,586242,1398875,605240,283038,686946,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-04-30,2019-05-03,3460879,333738,419250,527002,1402362,613508,263409,692320,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-05-07,2019-05-10,3645201,307863,372627,681677,1356984,612114,271550,654900,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-05-14,2019-05-17,3733860,272278,387279,756115,1326819,622760,268092,622957,2026-08-04 20:52:24.533665
sp500,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2019-05-21,2019-05-24,3625101,273298,396157,684655,1323227,633306,259094,577683,2026-08-04 20:52:24.533665
